PK_CLIENTE,costumerkey,address_number,business_family,business_unit,city,costumer,costumer_address_1,costumer_address_2,costumer_address_3,costumer_address_4,costumer_type,country,division,division_name,line_of_business,phone,regional_sales_mgr,search_type,state,zip_code
2c2684ab2f58a7b25f67d11b4bc0d31fa3752841fc00562914c07d800410a4cf,10009660,10009660,R1,1,Augusta,DDR Shop,PO box 204658,Não informado,Não informado,Não informado,G2,US,2,Domestic,Não informado,816-455-8733,S22,C,GA,0
2ccb3038a216149cb7c17c2254df856f5fcef8a52c85002b130b2dd8aa4a552a,10007536,0,R2,1,Não informado,Calypso Maxi Store,Não informado,Não informado,Não informado,Não informado,G2,Não informado,1,International,Não informado,816-455-8733,S5,C,Não informado,0
2d0fffd36d7546b67a70351d8bb7077fc990ab85ec5804246bd18b56db6f8e4b,10008893,10008893,R3,1,Yakama,Caravelle Shop,508 South First Street,Não informado,Não informado,Não informado,G2,US,2,Domestic,Não informado,816-455-8733,S1,C,WA,98901
2d8e50f04a17cae0485e45ae8609c2001f4cb6d3e16f50572c575c06776679d6,10026521,10026521,R3,1,Quezon City,Xcert Shop,97 Banawe Street,Não informado,Não informado,Não informado,G1,IR,1,International,M1,816-455-8733,S20,C,Não informado,1114
2dfe6433c3d57578117ca2dcadb41b0e6fb831e49be7919eae63432a4c172db4,10010904,10010904,R3,1,Burnsville,eDistrict Shop,3513 West Highway 13,Não informado,Não informado,Não informado,G2,US,2,Domestic,Não informado,816-455-8733,S1,C,MN,55337
2e23cddd7eee85a5c962614e1f2b9441d89fa77389b023a35eb8e085d163dc46,10009652,10009652,R1,1,Valcourt,Dci Shop,550 Du Parc Boulevard,Não informado,Não informado,Não informado,G3,CA,1,International,Não informado,816-455-8733,S21,C,QU,0
2e4f24d8501dac684f5974e2bd9aac2b5602346c48a5fd0a34c9db8ef0479584,10021996,10021996,R3,1,Milton,Pinnacle Supermarket,8 N Industrial Park Road,Não informado,Não informado,Não informado,G2,US,2,Domestic,M1,816-455-8733,S16,C,PA,17847
2e88a47d59e718be73cbe3361e3550b090028f53b28d3110ce4329e8847db16e,10005620,0,R3,1,Não informado,BidCast Shop,Não informado,Não informado,Não informado,Não informado,G2,Não informado,1,International,Não informado,816-455-8733,S1,C,Não informado,0
2e95e49fcf28545a2c59dd2aff4dc0c52f443b7690ca3a8dea6d3f599e032ec0,10003720,10003720,R2,1,Hermitage,Age Shop,2755 Kirila Boulevard,Não informado,Não informado,Não informado,G2,US,2,Domestic,Não informado,816-455-8733,S5,C,PA,16148
2e9e6d5895c5bdf72941d13e49c7e6f6276dde636b1d90740dd2a6a702839fd0,10025392,0,R3,1,Não informado,Ultimate Supermarket,Não informado,Não informado,Não informado,Não informado,G2,Não informado,1,International,Não informado,816-455-8733,S16,C,Não informado,0
2ede0a2ac73338cde9ca2362249e680b3bc8bf80b52301c31335645474dccf16,10025246,10025246,R3,1,Winnepeg,TECC Shop,515 Oak Point Highway,Não informado,Não informado,Não informado,G3,CA,1,International,Não informado,816-455-8733,S5,C,MB,0
2ee7982e54129a363961a58d185b5ffda162f54147f17d213af30dfad4f13a7f,10004245,10004245,R2,1,Portland,Bens Megaplace,4747 N Channel Ave,Não informado,Não informado,Não informado,G2,US,2,Domestic,Não informado,816-455-8733,S3,C,OR,0
2fdca5398eab80d25e62ef9778f7b4666b2f52c6008f368d7ca6e9e6ad30e191,10019879,10019879,R3,1,Duluth,Litton Shop,3564 Buford Highway,Não informado,Não informado,Não informado,G2,US,2,Domestic,Não informado,816-455-8733,S1,C,GA,30096
2ff60dde852c07cb0d9503bea70db501fd0105e1164000df3874142b82489868,10007564,10007564,R2,1,Cleveland,CAM Market,1287 US Highway 59 North,Não informado,Não informado,Não informado,G2,US,2,Domestic,Não informado,816-455-8733,S1,C,TX,77327
317ebc72829e50d72e3db95f5bb73743277709f39c0ec6e16a190f5b8241ac3a,10021677,10021677,R3,1,Tokyo 171,Patrick Market,1-2-4 Takamatsu,Toshima-Ku,Não informado,Não informado,G1,AU,1,International,M1,816-455-8733,S19,C,Não informado,0
321ba8f84c3fd7da185efd306ab2883d8e082281bc760f9780c78c2fdfb9158c,10014469,10014469,O2,1,Livonia,Harte-Hanks Market,Accounting Department Service & Parts,PO Box 537940,Não informado,Não informado,G2,US,2,Domestic,Não informado,816-455-8733,S12,C,MI,0
321edca08e6959a9434630321c63e7fce55bcca0ecf44847734830802ef09d0f,10026294,0,R3,1,Não informado,Wasabi Shop,Não informado,Não informado,Não informado,Não informado,G1,Não informado,1,International,M1,816-455-8733,S19,C,Não informado,0
327af3ea99389989cde75dbf876e8f89f6224ccd9293888052cae2320b2d4527,10017576,10017576,R3,1,New Orleans,Illuminati Shop,PO Box 10455,Não informado,Não informado,Não informado,G2,US,2,Domestic,Não informado,816-455-8733,S16,C,LA,70181
32a9a03f355d0b302c6fda9dfb26c2f51b0a10ac5c06ff9b8211b74ff139f051,10020909,10020909,O1,1,Canton,Onestar Shop,Attention: Accounts Payable Department,PO Box 8844,Não informado,Não informado,G2,US,2,Domestic,Não informado,816-455-8733,S5,C,OH,0
32fe88aa360d536fdb8ebbe5bb923791b439aea724f1f1a23b7760d5fb571616,10012422,10012422,R3,1,Saginaw,Finishing Shop,PO Box 510,Não informado,Não informado,Não informado,G2,US,2,Domestic,Não informado,816-455-8733,S16,C,AL,35137
3332c0024c75d3462bde97d333ae0e8ccc11184f4f1aefc8df4c1167e1ff02e9,10020393,10020393,R3,1,Fort Collins,Minneapolis Supermarket,2649 East Mulberry Street,Não informado,Não informado,Não informado,G2,US,2,Domestic,Não informado,816-455-8733,S1,C,CO,80524
3347a54aa0b9953a27e3979f7f545dbfb340a459865aee7e86bcd3eac1606ecb,10009647,10009647,R3,1,Sacramento,Dayton Supermarket,3248 Auburn Boulevard,Não informado,Não informado,Não informado,G2,US,2,Domestic,Não informado,816-455-8733,S16,C,CA,95821
33633ccd57408b86385fda070ae6174a5398b0a32b01e81ad275cd29587cc934,10025249,10025249,R1,1,Memphis,Texasgulf Market,7221 Highway 64,Não informado,Não informado,Não informado,G2,US,2,Domestic,Não informado,816-455-8733,S11,C,TN,38133
33ae9a838fa2229637d13243e811931ca99ba1063acb81f99899349ecfec11cf,10009654,10009654,R3,1,Brownsville,DCS Store,904 Billy Mitchell Boulevard,Não informado,Não informado,Não informado,G2,US,2,Domestic,Não informado,816-455-8733,S16,C,TX,78521
33b8d1a649da9acd8944367cc4731df57078cc0c8bf32b252a8e6f36fa4bfe7b,10014533,10014533,O2,1,Aurora,Harvey Shop,Chicago PDC #22,Attention  Accounts Payable,PO Box 2060,Não informado,G2,US,2,Domestic,Não informado,816-455-8733,S12,C,IL,0
34133e054f48d163dd00914e21baa30665f6e587a7cbf0a46b1ff61930505262,10013188,10013188,R3,1,Charlotte,Gartner Supermarket,PO Box 36409,Não informado,Não informado,Não informado,G2,US,2,Domestic,Não informado,816-455-8733,S16,C,NC,28236
3487d46cc9769fcbd501ed7cfc1569bc16d72b4f2ad8a48d7dd4235fc43e42a8,10027119,10027119,R3,1,Não informado,Yurie Market,Não informado,Não informado,Não informado,Não informado,G2,UK,1,International,Não informado,816-455-8733,S16,C,Não informado,0
34c19aa9cacd5e36463c59c58ed48e6913835afb4761a2e90ad25ee20561ad04,10002117,0,O2,1,Não informado,Accent Market,Não informado,Não informado,Não informado,Não informado,G1,Não informado,1,International,Não informado,816-455-8733,S1,C,Não informado,0
35163de378be7caf8d442ccee84f5d158a79b0203e89ba484b50242e153623f0,10026009,10026009,R3,1,Não informado,Vectrix Shop,2 Calle 25-80 Zona - 15 Vista,Hermosa II Local 2,Não informado,Não informado,G1,AU,1,International,M1,816-455-8733,S18,C,Não informado,0
365da611f43cc92a3c79cd7efb12cac048370f2ea49165b8e0a50834e6d434a8,10021006,0,R3,1,Não informado,Overdreams Shop,Não informado,Não informado,Não informado,Não informado,G2,Não informado,1,International,Não informado,816-455-8733,S1,C,Não informado,0
3693f327456bc0daa7454d99af5bd8077c58883432a0cc7e9746f2a89cbc4228,10021736,0,R3,1,Não informado,Patton Store,Não informado,Não informado,Não informado,Não informado,G1,Não informado,1,International,M1,816-455-8733,S19,C,Não informado,0
37045bcd451afd05df441644d0d7a11626bcbca2f96cb3c461de36dc9102fb55,10013137,0,R2,1,Não informado,Garlin Supermarket,Não informado,Não informado,Não informado,Não informado,G2,Não informado,1,International,Não informado,816-455-8733,S9,C,Não informado,0
37d46f50e362e1f81ea0fd536bb60792cb13d961c7d7a3c450c5076f4f662cc2,10019109,10019109,O2,1,Sacramento,KentISP Shop,Sacramento PDC #13,Attention  Accounts Payable,PO Box 15279 C,Não informado,G2,US,2,Domestic,Não informado,816-455-8733,S12,C,CA,0
38bd911c3b5af0fd1d366dc3c66cb85df97e178b3f9347d8928306ef96e0b1b3,10026348,10026348,O1,1,Mebane,WDND Shop,PO Box 220,Não informado,Não informado,Não informado,G2,US,2,Domestic,Não informado,816-455-8733,S5,C,NC,27302
38ce21db75cecb6f26ef288ac0a4fa96dfc3a04b382681790cca301241c6974e,10025575,10025575,R3,1,Beamsville,United Market,PO Box 640,Não informado,Não informado,Não informado,G3,CA,1,International,Não informado,816-455-8733,S5,C,ON,0
395b1ae22b003757691023a908f1ea16e18baae37a46168cdd91be2149bb8bdf,10000471,10000471,R3,1,Jeddah,Aadast Shop,Al Thalia Street,PO Box 11605,Não informado,Não informado,G1,AU,1,International,M1,816-455-8733,S19,C,Não informado,11443
3b571297225a36c598485b40eddc91b725ebb71df54c255e9ccfa09054f0f283,10022450,10022450,R3,1,Overland Park,R2J2 Shop,Attention  Accounts Payable Department,PO Box 12990,Não informado,Não informado,G2,US,2,Domestic,M1,816-455-8733,S16,C,KS,0
3bf066c93ede137720981f4bcf8163aa44d78618b36696fc484335f98bdfc6ad,10024916,0,R3,1,Não informado,T Market,Não informado,Não informado,Não informado,Não informado,G2,Não informado,1,International,Não informado,816-455-8733,S9,C,Não informado,0
3cd0119cc5fd27959b8fdf3717f830d011b3cd2d34e2c1f3f8c7846928c0eac3,10026560,10026560,O2,1,Dearborn,Xentec Shop,Central Accounting Service,PO Box 6005,Não informado,Não informado,G2,US,2,Domestic,Não informado,816-455-8733,S12,C,MI,48121
3d4c3dbe40bd81cf94d530429507891521c572a1c2b431ebb3c132137c294bf9,10009863,10009863,R3,1,Beijing 100088,Deere Store,PO Box 065,Não informado,Não informado,Não informado,G1,UK,1,International,M1,816-455-8733,S19,C,Não informado,0
3dabd522f6ec0a672b8206710ca81bdab2b39645f2f2e06c3d93c47a767bbe8e,10014064,0,R2,1,Não informado,H.H. Store,Não informado,Não informado,Não informado,Não informado,G2,Não informado,1,International,Não informado,816-455-8733,S5,C,Não informado,0
3db97f80dd1ba7ef4f85ed120d6f7316e016fb89effdf57b471fdf0022f5f9d9,10011355,0,R3,1,Não informado,Enterprises Shop,Não informado,Não informado,Não informado,Não informado,G2,Não informado,1,International,Não informado,816-455-8733,S16,C,Não informado,0
3e2ee354b64381ddee33fb4096b6b51a083bf6d6bcda5b9cfca9915880ed032f,10026055,10026055,R3,1,Eau Claire,"Dellovade, Supermarket",5100 Highway 93 South,Não informado,Não informado,Não informado,G2,US,2,Domestic,Não informado,816-455-8733,S16,C,WI,54701
3f0e0c2fb5f6adca7202d8e7f5547e066583b0e25fbd2916427054a9b9b6af03,10023759,10023759,R3,1,Birmingham,SASCO Store,106 B David Green Road,Não informado,Não informado,Não informado,G2,US,2,Domestic,Não informado,816-455-8733,S1,C,AL,35244
3f48367e44d6bb38df2d12c1589b65f59d72fa5cce8069cf2db6b667215bfcbb,10014803,10014803,R3,1,Grand Rapids,HCHS Shop,3056 Eastern Avenue SE,Não informado,Não informado,Não informado,G2,US,2,Domestic,Não informado,816-455-8733,S16,C,MI,49508
4046df4dce2fa0fac37dce8ece6504c77652917a4d3bed33fbf28d084fa7d732,10002765,10002765,R3,1,Hialeah,Active Store,4760 NW 165th Street,Não informado,Não informado,Não informado,G2,US,2,Domestic,Não informado,816-455-8733,S16,C,FL,33014
4098b8ae3c948698570574c9764eb917306b0455f5ed65877b16c0d695d9c656,10013871,0,R2,1,Não informado,Grove Supermarket,Não informado,Não informado,Não informado,Não informado,G2,Não informado,1,International,Não informado,816-455-8733,S5,C,Não informado,0
40e06b40368c166ee19eac6bbe26fa464834baeb684c025f8078616638d90508,10027356,10027356,R3,1,Grand Rapids,Zero Market,910 North East 4th Street,Não informado,Não informado,Não informado,G2,US,2,Domestic,Não informado,816-455-8733,S1,C,MN,55744
410ea4e3f73f5ab12d4c52ffd3210e0a401826855fa15de84ea1a8421fb33958,10009907,10009907,R2,1,Elizabethtown,Del Supermarket,PO Box 2143,Não informado,Não informado,Não informado,G2,US,2,Domestic,Não informado,816-455-8733,S9,C,KY,0
41d4209537aa2cc9f5187a4be02045004c65d1e66a07df49b2e1cecd654a3ab2,10021494,0,R3,1,Não informado,Paraclipse Shop,Não informado,Não informado,Não informado,Não informado,G2,Não informado,1,International,Não informado,816-455-8733,S1,C,Não informado,0
41e3d49db3e21b94abbb6d422ae50e26b4fac22324c6d27ad63b69fb396d9498,10024924,0,R3,1,Não informado,T.M. Store,Não informado,Não informado,Não informado,Não informado,G1,Não informado,1,International,M1,816-455-8733,S16,C,Não informado,0
421fdb83e1451380ac10ddd09e7c38cbcd49c768cb7a63e4d35e85eb97c2291f,10025359,0,R4,1,Não informado,UKnames.net Shop,Não informado,Não informado,Não informado,Não informado,G2,Não informado,1,International,Não informado,816-455-8733,S18,C,Não informado,0
4229ee00be8464a9f1a50776e4dcccc96c393d351297e63cb911b50201b67c0f,10019420,10019420,R3,1,Ruwi,Keystroke Market,PO Box 880 PC-112,Não informado,Não informado,Não informado,G1,IR,1,International,M1,816-455-8733,S19,C,Não informado,0
423e39b0e387801fed3d044ca29101d57e71448f8bc776bc2732dc7ab1442420,10020515,0,R3,1,Não informado,NBX Stores,Não informado,Não informado,Não informado,Não informado,G2,Não informado,1,International,Não informado,816-455-8733,S1,C,Não informado,0
42ebfeace75848473c518c2619b2f9014653cf0d1b6ec6f4d215bb8ece9b9668,10027583,10027583,R2,1,Morton,zNET Shop,Attention: Charlene Hoyer,500 North Morton Avenue,PO Box 474,Não informado,G2,US,2,Domestic,Não informado,816-455-8733,S5,C,IL,0
437708c96728bd1fb810760f7f867fdce77d75e53d4499e53ea9c45528d55974,10021297,0,R3,1,Não informado,PageSites Shop,Não informado,Não informado,Não informado,Não informado,G2,Não informado,1,International,Não informado,816-455-8733,S1,C,Não informado,0
4395b4ccfeca7ddd43002bde263b5f0d39fd66ee8691694329ff36e27737abd5,10011499,0,R3,1,Não informado,Farmland Supermarket,Não informado,Não informado,Não informado,Não informado,G2,Não informado,1,International,Não informado,816-455-8733,S14,C,Não informado,0
43ebc71061ced88fc3711b4cb8496e3d6fdee87b9226e6f14cd5bf80b0bdb8db,10002746,10002746,R3,1,Bensonville,Active Supermarket,1200 North Ellis Street,Não informado,Não informado,Não informado,G2,US,2,Domestic,Não informado,816-455-8733,S9,C,IL,0
43f6ddeb79120b52563a1f424257f573663f79e0b6ab401febf06e76133e9e37,10025305,10025305,R3,1,Colorado Springs,Ubicco Shop,4260 North Nevada Avenue,Não informado,Não informado,Não informado,G2,US,2,Domestic,Não informado,816-455-8733,S16,C,CO,80907
4455750954772a7abfe4ed2c841d56044af81c7b93beb59db24de0da0dd13b59,10002709,10002709,R3,1,Albany,Active Store,PO Box 99,Não informado,Não informado,Não informado,G2,US,2,Domestic,Não informado,816-455-8733,S1,C,OR,97321
448c66cebe3fd0ff746d5bdb915ad6571be9d551749021756c090a30818fa7cc,10018665,10018665,R3,1,Wester Chester,Kaim Supermarket,1028 Saunders Lane,Não informado,Não informado,Não informado,G2,US,2,Domestic,M1,816-455-8733,S16,C,PA,19380
44d83da508e987438f9dbe69f11bd90cd5d3b6675b9c964c5529ee195df697e0,10012157,0,R3,1,Não informado,Fifth Store,Não informado,Não informado,Não informado,Não informado,G2,Não informado,1,International,Não informado,816-455-8733,S9,C,Não informado,0
44d97ca76e8cbfca63f861e60b8fb29b79583db6357eedb91603a2f89aaa15f8,10009676,10009676,R3,1,Kalamazoo,Pereras,167 East Kalamazoo Avenue,Não informado,Não informado,Não informado,G2,US,2,Domestic,Não informado,816-455-8733,S16,C,MI,49007
44e8b61d66544354afc1baa537d54e92b47f1f67506e00c2417285f22f7296ba,10016609,10016609,R1,1,Winnepeg,Homestead Market,Unicity Distribution Systems,1445 Church Avenue,Não informado,Não informado,G3,CA,1,International,Não informado,816-455-8733,S21,C,MB,0
451ee24bfc7a5850c0d8822f9f8aaa86ecba365953a4a2954509409716f73664,10021204,10021204,R1,1,Toronto,Pacific Store,480 Gordon Baker Road,Não informado,Não informado,Não informado,G3,CA,1,International,Não informado,816-455-8733,S4,C,ON,0
45709c76b3442ee95cfc94a24efc64ef3754747828210df530c102714657182d,10013039,0,O2,1,Não informado,Gamma Supermarket,Não informado,Não informado,Não informado,Não informado,G2,Não informado,1,International,Não informado,816-455-8733,S12,C,Não informado,0
4582c17fd1614a9a231c016397eb042b7f7a46055ad9fd1bd49717cdba07108c,10014264,10014264,R3,1,Springfield,Harbour Store,1935 S Campbell,Não informado,Não informado,Não informado,G2,US,2,Domestic,Não informado,816-455-8733,S1,C,MO,65898
45b01cc924bee4bba3b2bb77ee39327df1134c635573de75a81238f31eff138b,10018371,10018371,R3,1,00-394 Warsaw,Joy Supermarket,Solec 44,Não informado,Não informado,Não informado,G1,UK,1,International,M1,816-455-8733,S19,C,Não informado,0
4635e528b51035b2cc3461523b7c724fa3f9bf7bcd53a4743b68b9389703319c,10014804,10014804,R3,1,Shreveport,HCS Shop,Attention: Ann Borden,PO Box 31435,Não informado,Não informado,G2,US,2,Domestic,Não informado,816-455-8733,S16,C,LA,71130
4646f2e6f1bf7f69745c487fae0e18121b363ebd50a1449a87ce2d7e0c6b4439,10000453,10000453,R3,1,Não informado,A Supermarket,Não informado,Não informado,Não informado,Não informado,G1,UK,1,International,Não informado,816-455-8733,S19,C,Não informado,0
46568954263f9a3c46ccf3c06f5becf171504d18cef2cae3e77ff9c82b7c2b35,10002150,0,R3,1,Não informado,Accumedic Store,Não informado,Não informado,Não informado,Não informado,G2,Não informado,1,International,Não informado,816-455-8733,S16,C,Não informado,0
46733d8c21951c2a00cc1c68dacd3151e9e0b37494d1b754e36d8fa4e3fd50bb,10025237,10025237,O2,1,Oakville,Team Supermarket,Central Accounting Service,PO Box 2900,Não informado,Não informado,G3,CA,1,International,Não informado,816-455-8733,S1,C,ON,0
4681d94c0ef60d84f476e57630cd9e0667c4d11e968cba12d08bb18c6d455388,10026062,10026062,R2,1,Houston,Venable Shop,2301 Central Parkway,Não informado,Não informado,Não informado,G2,US,2,Domestic,Não informado,816-455-8733,S5,C,TX,77092
46978ffdedecf8ac9c589680cb7fb53d8c845b397ac32da80f28bc54875e3cac,10013127,0,R3,1,Não informado,Garbee Supermarket,Não informado,Não informado,Não informado,Não informado,G3,Não informado,1,International,M1,816-455-8733,S5,C,Não informado,0
46a65a888c2d7803f522c72848534aaa038dec2a8a87a2b98b68502a9a5f76d4,10004255,10004255,R3,1,Seoul,Bendix Store,3F Shinwoo Building,195-12 Poi-Dong Kangnam-KU,Não informado,Não informado,G1,AU,1,International,M1,816-455-8733,S19,C,Não informado,0
474f02c57d808378d99a97053ba75f564683f362d4d73b68ea423eb3a8e94d3a,10022730,10022730,R2,1,Warren,RC Shop,21533 Mound Road,Não informado,Não informado,Não informado,G2,US,2,Domestic,Não informado,816-455-8733,S9,C,MI,0
47a40c36a51272348e56c6877359b02925e0073e9ecd928b34ea0b898ecb4856,10020281,0,R3,1,Não informado,Mb Market,Não informado,Não informado,Não informado,Não informado,G1,Não informado,1,International,M1,816-455-8733,S16,C,Não informado,0
47c3355de54072c156008cb841fab7013fecc898c7949acf454fdea902f7401b,10006846,10006846,R3,1,Modesto,Bizmarts Shop,1023 Kansas Avenue,Não informado,Não informado,Não informado,G2,US,2,Domestic,Não informado,816-455-8733,S1,C,CA,95351
47c6bfd4da5463416330a0d355736d0968bbd9b6ac42f537c0dc67d25eac8941,10007866,10007866,R3,1,Sao Paulo,Camros Shop,Rua Sepetiba 464,Não informado,Não informado,Não informado,G1,UK,1,International,M1,816-455-8733,S16,C,Não informado,5052
4870df68529d001c301f380c98214fb37233714cec8bc5c7e10d452e48535e4f,10010865,0,R3,1,Não informado,ECS Supermarket,Não informado,Não informado,Não informado,Não informado,G2,Não informado,1,International,Não informado,816-455-8733,S1,C,Não informado,0
494181d2d396b3e94e3820d853e6bf6d14e7cb6bbea9b6bf093dcd7ba60f4ea2,10011286,0,R4,1,Não informado,Emergency Shop,Não informado,Não informado,Não informado,Não informado,G2,Não informado,1,International,Não informado,816-455-8733,S18,C,Não informado,0
49eb70133de715d1eaf4e8e837ea9cc32cd3468ebe6f949b89b8ec2d4552a226,10026522,10026522,R3,1,Fairmount,XCOM Shop,4353 W 1900 N-48,Não informado,Não informado,Não informado,G2,US,2,Domestic,Não informado,816-455-8733,S16,C,IN,46928
4aaab2599b4ac080e34cd6e45545b61bf83983c048c309d361e12bb4618f090d,10007122,10007122,R3,1,Buda,C Store,22015 South I-35,Não informado,Não informado,Não informado,G2,US,2,Domestic,Não informado,816-455-8733,S16,C,TX,78610
4b0fff9982d59ddde346fa25356956eeb7c5011d979261e50f6e9cbde7bfe48a,10025264,10025264,R3,1,Tuscon,Today Shop,3545 South Richey Boulevard,Não informado,Não informado,Não informado,G2,US,2,Domestic,Não informado,816-455-8733,S16,C,AZ,85713
4b301fba141fa5182cc2e7dac4ac96257b23eed82039af5e60c4bd4f48e938f1,10015030,10015030,R2,1,Anchorage,Hegemony Shop,2192 Viking Drive,Não informado,Não informado,Não informado,G2,US,2,Domestic,Não informado,816-455-8733,S5,C,AK,99501
4b367bae73a0642b2d40a768841318c584fa18a21764ead225bf69dde4a301ed,10026006,10026006,R3,1,Calgary,Vector USA,308 53 Avenue SE,Não informado,Não informado,Não informado,G3,CA,1,International,Não informado,816-455-8733,S5,C,AB,0
4bf007f988fd797269b6827d7a83c96bbd2688b3f74a9daef713e5a5c6908a40,10022434,10022434,R3,1,Placentia,R&R Store,PO Box 958,Não informado,Não informado,Não informado,G2,US,2,Domestic,Não informado,816-455-8733,S4,C,CA,92670
4c2775e3fc977339cac4e17aa68c945235a5edede9bc75ba4e6d72f62055c9ce,10016858,10016858,R2,1,Beaverton,IBVA Shop,6590 SW Fallbrook Place,(Commercial Industrial),Não informado,Não informado,G2,US,2,Domestic,Não informado,816-455-8733,S5,C,OR,97008
4cf370ed88c4fd7a2bf8bdb3a7643493dae78983d1c4bad559d6f81b1daf82b8,10013572,0,R3,1,Não informado,GearSource Shop,Não informado,Não informado,Não informado,Não informado,G2,Não informado,1,International,Não informado,816-455-8733,S1,C,Não informado,0
4d139790e98277096860f8c9e8be4e4a3c79d12bf693449893ad5537af224872,10013397,0,R3,1,Não informado,G-Com Supermarket,Não informado,Não informado,Não informado,Não informado,G2,Não informado,1,International,Não informado,816-455-8733,S9,C,Não informado,0
4dd80f0d94467b64e8159fc45b927172ecab4ea30df6618564a829f46610adad,10022166,0,R3,1,Não informado,QualityLogic Shop,Não informado,Não informado,Não informado,Não informado,G2,Não informado,1,International,Não informado,816-455-8733,S11,I,Não informado,0
4e62708316c1282b06d73657b17c0ca496dbaac9663f6fb46d4a7c866b260b71,10022249,10022249,R3,1,Shelby,Quantum Supermarket,201 Old Boiling Springs Road,Não informado,Não informado,Não informado,G2,US,2,Domestic,Não informado,816-455-8733,S16,C,NC,28152
4e939278474b5729b9aaf7b99a8baf8d72c829d5d8ad64bdaca43660a1e81916,10025814,10025814,R3,1,Houston,Valpatken Shop,5300 Glenmont Drive,Não informado,Não informado,Não informado,G2,US,2,Domestic,Não informado,816-455-8733,S1,C,TX,77081
4ebe5981e20af621c16d51052130148fbc3fddf30e461e15f7e2d84f59842b9e,10019512,0,R3,1,Não informado,Kim Market,Não informado,Não informado,Não informado,Não informado,G2,Não informado,1,International,Não informado,816-455-8733,S16,C,Não informado,0
4f31015c6f458f506717f05cfa071680f7c62d6d5417b3bc2790b012e8110b86,10007258,0,R3,1,Não informado,C3I Shop,Não informado,Não informado,Não informado,Não informado,G2,Não informado,1,International,Não informado,816-455-8733,S16,C,Não informado,0
4f3d42e2e7dd75ec3c385d92838a45d7601849f93bc7d1170decd1f2bf5afa8f,10020446,10020446,R2,1,Pontiac,NACSCORP Shop,Worldwide Purchasing,1999 Center Point Parkway,Mail Code 483-550-200,Não informado,G2,US,2,Domestic,Não informado,816-455-8733,S5,C,MI,48341
50087462cfabb321e7ca9eb5439fabc690eaaa7c1bdfe14d5dfcf4a973fe8598,10025252,10025252,R3,1,Elkhart,Times Store,PO Box 4405,Não informado,Não informado,Não informado,G2,US,2,Domestic,Não informado,816-455-8733,S16,C,IN,46514
50b4d1f40ec149364426882d77afd2f18091120418ca98c8c7eb49faae9eb2df,10020962,10020962,R2,1,Mercer,Output Supermarket,7320 West Market Street,Não informado,Não informado,Não informado,G2,US,2,Domestic,Não informado,816-455-8733,S5,C,PA,16137
526835d2ca662c05690d6db5ab8e1fdf6878d0906198fdc70114679925dcc776,10025511,10025511,R3,1,Anchorage,Uniplex Shop,3100 Mt. View Drive,Não informado,Não informado,Não informado,G2,US,2,Domestic,Não informado,816-455-8733,S1,C,AK,99501
529cf5e71ba3125b09a6d87c6740cb4ea6006828f2d84a83180b53136ae09559,10011923,10011923,R1,1,Moline,Ferst Shop,PO Box 8808,C/O APSS,Dept. 551,Não informado,G2,US,2,Domestic,Não informado,816-455-8733,S20,C,IL,0
52fc094bd2044b0e31ee4cc2d236665a045d21970aeb0c10b29c42ba2481d491,10011345,0,R3,1,Não informado,Emergent Shop,Não informado,Não informado,Não informado,Não informado,G2,Não informado,1,International,Não informado,816-455-8733,S16,C,Não informado,0
53068e26587ef090cb806acfaf125ccc29f488617a6c8ec3c1d24fca7abefcda,10027370,10027370,R3,1,Madrid,Zeroo Gigastore,General Pardinas 112 Bis,Não informado,Não informado,Não informado,G1,UK,1,International,M1,816-455-8733,S19,C,Não informado,28006
5365077b4d4c96191a9c7113805e9930eaae3cede63ac2b5a646b4e047ce6065,10021331,0,R2,1,Não informado,Palo Supermarket,Não informado,Não informado,Não informado,Não informado,G2,Não informado,1,International,Não informado,816-455-8733,S5,C,Não informado,0
53dcf746ecfdb56a7d6d68c0b3b969a6652146ae1a6e65e7803b23dfa51ce4c0,10012328,0,R1,1,Não informado,Finder Shop,Não informado,Não informado,Não informado,Não informado,G2,Não informado,1,International,Não informado,816-455-8733,S5,C,Não informado,0
545432fbdb949d49e97a4027ad19c499b2d3f2965cd4bc5b5969534a52e010e6,10025034,10025034,R3,1,Corona,Talou Shop,395 Smitty Way,Não informado,Não informado,Não informado,G2,US,2,Domestic,Não informado,816-455-8733,S4,C,CA,91720
546b48337321a3bbfa8ca10934fd7df325406b34ae87e3939ecb51fcc4ce53b4,10023003,10023003,R3,1,Coldwater,Remedy Shop,400 Jay Street,Não informado,Não informado,Não informado,G2,US,2,Domestic,M1,816-455-8733,S16,C,MI,49036
54becfa2fc28ab56c3695a4288491e13639f7a509df358493f183f9ea45b98f5,10007117,10007117,R3,1,Taipei,Bre-X Shop,8F No.19 Chang Chun Road,Não informado,Não informado,Não informado,G1,AU,1,International,M1,816-455-8733,S19,C,Não informado,104
54e7522c8e298b5f737b4e8aef976985a48db5d063cc2301e7bbfaf53196a836,10024477,10024477,R3,1,Santa Cruz,Smith Supermarket,Modulo 2 Manzana 27,Parque Industrial,Não informado,Não informado,G1,UK,1,International,M1,816-455-8733,S16,C,Não informado,0
