business_family;business_unit;costumer;costumerkey;costumer_type;division;line_of_business;phone;region_code;regional_sales_mgr;search_type;division_name;region_name;address_number;city;country;costumer_address_1;costumer_address_2;costumer_address_3;costumer_address_4;state;zip_code;PK_CLIENTE
R2;1;Calypso Maxi Store;10007536;G2;1;\"\";816-455-8733;5;S5;C;International;International;"";"";"";"";"";"";"";"";"";2ccb3038a216149cb7c17c2254df856f5fcef8a52c85002b130b2dd8aa4a552a
R2;1;CAM Market;10007564;G2;2;\"\";816-455-8733;2;S1;C;Domestic;Southern;10007564;Cleveland;US;1287 US Highway 59 North;\"\";\"\";\"\";TX;77327;2ff60dde852c07cb0d9503bea70db501fd0105e1164000df3874142b82489868
R2;1;Cambio Shop;10007566;G2;2;\"\";816-455-8733;4;S9;C;Domestic;Central;10007566;St Joseph;US;2106 South Riverside Road;\"\";\"\";\"\";MO;"";227bf90c2daebbd386af87c87fe336a61822f0d355eab910074f77ad7f3a7d31
R3;1;Cam-Built Supermarket;10007577;G2;2;\"\";816-455-8733;3;S1;C;Domestic;Northeast;10007577;Stewartsville;US;2621 State Route 57;\"\";\"\";\"\";NJ;8886;18c43b35aa82c798fe9db71f0017b3d9a76287eea84d64bedeb6115d30c17148
R3;1;ComeStore;10007591;G1;1;M1;816-455-8733;5;S19;C;International;International;10007591;FIN 00710;UK;Hiekkakiventie 7;\"\";\"\";\"\";"";710;bdfdf429997e55a433b0352973e6e1a5f42470c688200212e960f64fa18f8861
R3;1;Camros Shop;10007866;G1;1;M1;816-455-8733;5;S16;C;International;International;10007866;Sao Paulo;UK;Rua Sepetiba 464;\"\";\"\";\"\";"";5052;47c6bfd4da5463416330a0d355736d0968bbd9b6ac42f537c0dc67d25eac8941
R3;1;Canter Shop;10008134;G2;2;M1;816-455-8733;3;S16;C;Domestic;Northeast;10008134;Petersburg;US;23308 Airpark Drive;\"\";\"\";\"\";VA;23803;6762e4728090b02e86682e155d4a53e89301ede1740d55784491b93c30a496d8
R3;1;CAPCON Shop;10008381;G2;2;\"\";816-455-8733;1;S1;C;Domestic;Western;10008381;Puyallup;US;10023 128th St. E #7;\"\";\"\";\"\";WA;98373;afe2f17c9e15e04dbf7a76fdb40958073fff8b88d99805e8c1aa9bbb417db10a
R2;1;Capitola Market;10008593;G2;2;\"\";816-455-8733;4;S5;C;Domestic;Central;10008593;Highland;US;PO Box 99;\"\";\"\";\"\";IL;62249;a44688be3ea081a0f1601e2e687ca90d289ba1481f8ccbb992d46daf7f79f481
R4;1;Capitolnet Supermarket;10008596;G2;2;\"\";816-455-8733;2;S18;C;Domestic;Southern;10008596;Springhill;US;PO Box 578;\"\";\"\";\"\";LA;71075;ab502d5f38557e22c7cb42c254e852d28aa4f3ee7061cdd491859e6cbe072bb3
R3;1;Caprica Supermarket;10008602;G2;2;\"\";816-455-8733;3;S1;C;Domestic;Northeast;10008602;Wells;US;209 Sanford Road (Route 109);\"\";\"\";\"\";ME;4090;5cfd62e8880afac30f95b49dea665082093a9781060a0f6ced0019821bc1c73e
R3;1;CAPTA Shop;10008638;G2;2;\"\";816-455-8733;3;S1;C;Domestic;Northeast;10008638;Milesburg;US;301 Iddings Street;PO Box 865;\"\";\"\";PA;16853;db5814e191126e945d35e5a8f2499298d90984003e62877267ac344918a59394
R3;1;Caravelle Shop;10008893;G2;2;\"\";816-455-8733;1;S1;C;Domestic;Western;10008893;Yakama;US;508 South First Street;\"\";\"\";\"\";WA;98901;2d0fffd36d7546b67a70351d8bb7077fc990ab85ec5804246bd18b56db6f8e4b
R3;1;Carden Supermarket;10009156;G2;2;\"\";816-455-8733;4;S1;C;Domestic;Central;10009156;Attica;US;DBA Badlands Off Road Park;3968 North Xavier Road;\"\";\"\";IN;47918;c37b06b0761bd85c6961431f61aba4c88d67ca955a4e0525ff6aa921e01de68b
R1;1;Central Supermarket;10009356;G2;2;\"\";816-455-8733;4;S11;C;Domestic;Central;10009356;Cape Girardeau;US;Global Motorsport Parts Inc;PO Box 1179;\"\";\"\";MO;63702;0a81a92b44a726ebeadb278d75995f0d4df43c36abb0e3e5a037ae399600d8f9
R3;1;Champs Gigaplace;10009606;G1;1;M1;816-455-8733;5;S19;C;International;International;10009606;Kilsyth;UK;PO Box 105;\"\";\"\";\"\";"";3136;9ab62caa19caf09eca3b7ec46accb37774adadde0e9976da869f36f646fec4b6
R3;1;Chas Market;10009623;G2;2;\"\";816-455-8733;2;S16;I;Domestic;Southern;10009623;Gretna;US;2125 Whitney Avenue;\"\";\"\";\"\";LA;70056;8d56049af03ad7bd9b70ee8948db22932578309433d019298d21e7005514dd0b
R3;1;Clearout Shop;10009631;G2;2;\"\";816-455-8733;1;S16;C;Domestic;Western;10009631;Corona;US;1477 Davril Circle;\"\";\"\";\"\";CA;92880;9af4941ede327826e99879bdd5686fb2b4bb8f16c5e9e6ebe695a7b04e91e982
R3;1;Dan Store;10009633;G2;1;\"\";816-455-8733;5;S16;C;International;International;10009633;\"\";UK;\"\";\"\";\"\";\"\";"";"";54f1da379315a8d8e48fe13f70f66a2181f314ba6eab016b04c6e0199b6501d0
R3;1;Data Supermarket;10009639;G1;1;M1;816-455-8733;5;S19;C;International;International;10009639;Industriestrasse 17;UK;Industriestrasse 17;8910 Affoltern AA;\"\";\"\";"";"";abe0d01daa7426ff718a3359a1c37ffa55661658d69ac5fbef87462f97064847
R3;1;David Store;10009642;G2;2;\"\";816-455-8733;4;S16;C;Domestic;Central;10009642;Joliet;US;812 Draper Avenue;\"\";\"\";\"\";IL;60432;87b9191b45bbc39d4e7730f38c8ca2a624a014de6e6827e2853d0e1dac2fa914
R3;1;David Store;10009643;G2;2;\"\";816-455-8733;4;S9;C;Domestic;Central;10009643;Flint;US;4103 Holiday Drive;\"\";\"\";\"\";MI;48507;6f793e750fd8cd4fda8c05c07682eb0d1559b4a37f7fe6917cc6c64f9d8f44b7
O2;1;Day Market;10009645;G2;1;\"\";816-455-8733;5;S12;C;International;International;"";"";"";"";"";"";"";"";"";a7f71108131ff73979a82fe5f17ef95c177a0e108e82274bf3868a29a9e44d64
R3;1;Dayton Supermarket;10009647;G2;2;\"\";816-455-8733;1;S16;C;Domestic;Western;10009647;Sacramento;US;3248 Auburn Boulevard;\"\";\"\";\"\";CA;95821;3347a54aa0b9953a27e3979f7f545dbfb340a459865aee7e86bcd3eac1606ecb
R3;1;Dayton Store;10009650;G1;1;M1;816-455-8733;5;S16;C;International;International;10009650;La Paz;UK;Plaza Venezuela 1413-1425;\"\";\"\";\"\";"";"";01ce6017c99a8ce5377cc24686f1d4735b5a6f72a60309fbc733c51f400f6565
R1;1;Dci Shop;10009652;G3;1;\"\";816-455-8733;0;S21;C;International;Canada;10009652;Valcourt;CA;550 Du Parc Boulevard;\"\";\"\";\"\";QU;"";2e23cddd7eee85a5c962614e1f2b9441d89fa77389b023a35eb8e085d163dc46
R2;1;DCP Supermarket;10009653;G3;1;\"\";816-455-8733;0;S8;C;International;Canada;10009653;Mississauga;CA;3355 American Drive;\"\";\"\";\"\";ON;"";85d8c91a8de8a142b8a16547b5fca9b0cb3888885bc14f093effa8dce4cb76e5
R3;1;DCS Store;10009654;G2;2;\"\";816-455-8733;2;S16;C;Domestic;Southern;10009654;Brownsville;US;904 Billy Mitchell Boulevard;\"\";\"\";\"\";TX;78521;33ae9a838fa2229637d13243e811931ca99ba1063acb81f99899349ecfec11cf
R3;1;DCS Market;10009656;G2;2;\"\";816-455-8733;1;S16;C;Domestic;Western;10009656;Trinity Center;US;PO Box 450;\"\";\"\";\"\";CA;96091;6eaffddd4bd96b8e019d83a52a41f4d9a0a2126f169dbb635bd0c972c85fc80d
R3;1;DC-Works Shop;10009657;G2;2;\"\";816-455-8733;3;S16;C;Domestic;Northeast;10009657;Lewiston;US;12 Lexington Street;\"\";\"\";\"\";ME;4240;fabf3fc7b2455a431419ac3104c506c6ae10f999728c984d291c9417f0d7377a
R1;1;DDR Shop;10009660;G2;2;\"\";816-455-8733;2;S22;C;Domestic;Southern;10009660;Augusta;US;PO box 204658;\"\";\"\";\"\";GA;"";2c2684ab2f58a7b25f67d11b4bc0d31fa3752841fc00562914c07d800410a4cf
R3;1;De Store;10009662;G2;2;\"\";816-455-8733;3;S1;C;Domestic;Northeast;10009662;West Point;US;610 Garfield Avenue;\"\";\"\";\"\";PA;19486;b90c6522a9d697497c308e11e3be25efb9ffe40944357f145cb00a06064f9f62
R3;1;De Store;10009669;G2;1;\"\";816-455-8733;5;S14;C;International;International;10009669;\"\";UK;\"\";\"\";\"\";\"\";"";"";c35d562ef2f531701f9c652c7d613fb110c3ffb185bbdfc02ac9016b8e634eb2
R3;1;DEAC Shop;10009672;G2;2;\"\";816-455-8733;1;S16;C;Domestic;Western;10009672;Phoenix;US;Attention: Accounts Payable;PO Box 21502;\"\";\"\";AZ;85036;0ee4c943fe24b02c7853c7094080e91ef51a7992287238774968b49cd125acdd
R3;1;Pereras;10009676;G2;2;\"\";816-455-8733;4;S16;C;Domestic;Central;10009676;Kalamazoo;US;167 East Kalamazoo Avenue;\"\";\"\";\"\";MI;49007;44d97ca76e8cbfca63f861e60b8fb29b79583db6357eedb91603a2f89aaa15f8
R3;1;Debenhams Supermarket;10009679;G2;2;\"\";816-455-8733;2;S16;C;Domestic;Southern;10009679;Meridian;US;2400 Highway 19N;\"\";\"\";\"\";MS;39307;73ad405c234a08d4890afa7edaf97d971e49783e070460e465106571fb49980b
R2;1;Debian Shop;10009697;G2;2;\"\";816-455-8733;2;S5;I;Domestic;Southern;10009697;Orlando;US;4455 Dardanelle Drive;\"\";\"\";\"\";FL;32808;c5b2d499a8c2b2ef3bfc0a2d2a0f8144fae48f215e21e93c202cf2bf948df998
R3;1;Deere Store;10009863;G1;1;M1;816-455-8733;5;S19;C;International;International;10009863;Beijing 100088;UK;PO Box 065;\"\";\"\";\"\";"";"";3d4c3dbe40bd81cf94d530429507891521c572a1c2b431ebb3c132137c294bf9
R3;1;Degolyer Supermarket;10009885;G3;1;\"\";816-455-8733;0;S5;C;International;Canada;10009885;Winnipeg;CA;PO Box 7100;\"\";\"\";\"\";MB;"";d888177ad37f73ca613d05ce50b8a05edfd59eee2680c38b210f2547323c5e00
R2;1;Del Supermarket;10009907;G2;2;\"\";816-455-8733;2;S9;C;Domestic;Southern;10009907;Elizabethtown;US;PO Box 2143;\"\";\"\";\"\";KY;"";410ea4e3f73f5ab12d4c52ffd3210e0a401826855fa15de84ea1a8421fb33958
R3;1;E Supermarket;10009985;G2;2;M1;816-455-8733;1;S16;C;Domestic;Western;10009985;West Jordan;US;PO Drawer 40;\"\";\"\";\"\";UT;84084;048cf02035971a87537686d5d96751ec33210b11c986f8b70f126a7732cb5987
R3;1;Earth Shop;10010698;G2;2;\"\";816-455-8733;1;S16;C;Domestic;Western;10010698;Gardena;US;17010 S Main Street;PO Box 88;\"\";\"\";CA;90248;6f8fc814a9ec801857149e684edbd3f9e7edfdf64261b2bca57af9cabfdf8343
R2;1;East Shop;10010717;G2;2;\"\";816-455-8733;4;S5;C;Domestic;Central;10010717;Waterville;US;208 W Main;\"\";\"\";\"\";KS;66548;048543f60005ac890262a22eb123cfba6f016179b3c60662eccb384102058064
R2;1;?change Store;10010832;G2;1;\"\";816-455-8733;5;S11;C;International;International;"";"";"";"";"";"";"";"";"";73411d0cd4c560f1a2f5ea0abd5ce8656b8460d3029fd7b575d1eab0c3bcb785
R3;1;ECI Supermarket;10010855;G2;1;\"\";816-455-8733;5;S16;C;International;International;"";"";"";"";"";"";"";"";"";76c0ab67162a0b3431e357bb5586a77f8a3c3eb8cb354d59c54ca83b1f777fdf
R3;1;ECS Supermarket;10010865;G2;1;\"\";816-455-8733;5;S1;C;International;International;"";"";"";"";"";"";"";"";"";4870df68529d001c301f380c98214fb37233714cec8bc5c7e10d452e48535e4f
R1;1;Ed Store;10010881;G2;1;\"\";816-455-8733;5;S11;C;International;International;"";"";"";"";"";"";"";"";"";7b2aff47d6212d93aa32d29ef2b8be7d2a4bc44e56f9baf3839ebcebee395f82
R3;1;EDA Supermarket;10010882;G2;1;\"\";816-455-8733;5;S16;I;International;International;"";"";"";"";"";"";"";"";"";c23b729470851e145e2297b994e195d050d0a74e862b09a0e3d64770ec8d267d
R3;1;EDC Supermarket;10010884;G3;1;M1;816-455-8733;0;S5;C;International;Canada;10010884;Boucherville;CA;170 Industrial Boulevard;\"\";\"\";\"\";QU;"";bf134fd31f5607679d0e530177822993647ff9b365f4db523bf440c0091e1389
R1;1;EDGE Supermarket;10010886;G2;2;\"\";816-455-8733;1;S11;C;Domestic;Western;10010886;Libby;US;522 Montana Avenue;\"\";\"\";\"\";MT;59923;8e4052026df6ce427b4c46d6a116772682566cbabe637797d80c7fcafea940cd
R3;1;Edia Shop;10010887;G3;1;\"\";816-455-8733;0;S5;C;International;Canada;10010887;Edmonton;CA;9605 56th Avenue;\"\";\"\";\"\";AB;"";980b7333fc31ae9f2b34996af114e2cc9723f2ca642e44356cbfac6ea963c58c
R2;1;Edify Shop;10010897;G2;2;\"\";816-455-8733;2;S2;C;Domestic;Southern;10010897;Whitehouse;US;PO Box 588;\"\";\"\";\"\";TN;37188;e42da1d9a11dec6cc5cb336a12894e3bdf3cb6ffe55a4606c04e58ce25d97bb3
R3;1;eDistrict Shop;10010904;G2;2;\"\";816-455-8733;4;S1;C;Domestic;Central;10010904;Burnsville;US;3513 West Highway 13;\"\";\"\";\"\";MN;55337;2dfe6433c3d57578117ca2dcadb41b0e6fb831e49be7919eae63432a4c172db4
R3;1;ediSys Shop;10010906;G2;2;\"\";816-455-8733;3;S1;C;Domestic;Northeast;10010906;Frederick;US;5702 Industry Lane Unit B1 & 2;\"\";\"\";\"\";MD;21704;9e7184b96c810dc4da2bd96976e7deb124a9634288581825da70f53320218246
R3;1;edit.nl Shop;10010912;G2;2;M1;816-455-8733;2;S16;C;Domestic;Southern;10010912;Fort Smith;US;PO Box 849;\"\";\"\";\"\";AR;"";b4382cc32c2337a3d38d48b1e190702d1fea40bb971a50df92a833cf96a616b8
R3;1;Editor Shop;10010914;G2;2;M1;816-455-8733;4;S16;C;Domestic;Central;10010914;Overland Park;US;Attention  Accounts Payable Department;PO Box 12990;\"\";\"\";KS;"";5c949d8b93505c66df6e9068826803720168429547b850bed4534d8ddf98c254
O2;1;Edmark Shop;10010923;G1;1;\"\";816-455-8733;5;S1;C;International;International;10010923;Seocho-GU;AU;231 Yangjae Dong;\"\";\"\";\"\";"";"";1d0defb5954a94eb53d0d87885ed7e05003bbf44ac665f273d1411420200936d
R2;1;Edna Megaplace;10010935;G2;2;\"\";816-455-8733;4;S5;C;Domestic;Central;10010935;Sioux Center;US;877 1st Avenue NW;\"\";\"\";\"\";IA;51250;ab5afb482bf39a6efe3e7cf4d20c57ffdc51aa93cfc003f62edaaed50d416b36
R3;1;Edorex Supermarket;10010969;G2;2;\"\";816-455-8733;4;S16;C;Domestic;Central;10010969;Elkhart;US;317 North Main Street;\"\";\"\";\"\";IN;46516;a752538a0fc65d6386c0c6500934bd82c1d9a9181269e5eea3d4d0b5a6c8d49b
R3;1;EDP Shop;10010970;G2;2;\"\";816-455-8733;2;S1;C;Domestic;Southern;10010970;Irving;US;1477 E Highway 356;\"\";\"\";\"\";TX;75060;14862f7ffff636754afd085e6a023d8555469daeac55c0b1f7d5a8e9693b313c
R2;1;EDS Shop;10010974;G2;2;\"\";816-455-8733;4;S9;C;Domestic;Central;10010974;Chippewa Falls;US;13296 County Highway 00;\"\";\"\";\"\";WI;54729;02d9f9bca9267531adce0494baac98d86d5025aa0f48a46d7fb90c38f152a9fd
R1;1;Elbit Market;10010990;G2;1;\"\";816-455-8733;5;S20;C;International;International;"";"";"";"";"";"";"";"";"";df4c801f43aa06aa0ef4e5750e4203b84b1c1f6396bbdec941390b1569dd5735
R3;1;Eloi Supermarket;10011018;G2;1;\"\";816-455-8733;5;S1;C;International;International;"";"";"";"";"";"";"";"";"";e606c4b34edcfe2cb6c1498a87ca1ba7997f583bc99d2a399c1579312563ad8e
R3;1;Elucidex Shop;10011052;G2;1;\"\";816-455-8733;5;S16;C;International;International;"";"";"";"";"";"";"";"";"";f13ae9cd4ae4a5c44ef0f8235150169f0170ac69c972b09176974bf3670026c8
R2;1;Embedded Supermarket;10011089;G3;1;\"\";816-455-8733;5;S8;C;International;International;"";"";"";"";"";"";"";"";"";15a19f0dce1d0bb4767d925c36d0d4406b7671d4015513c44c6ad7b1a5667910
R3;1;EMC Shop;10011093;G2;1;M1;816-455-8733;5;S16;C;International;International;"";"";"";"";"";"";"";"";"";5510c6dff557c0e64f200dfb80d8e725d056b5018bd351b91eb9372bdde61c9a
R3;1;e-MDs Shop;10011198;G2;2;\"\";816-455-8733;3;S1;C;Domestic;Northeast;10011198;Framingham;US;703 Waverly Street;Route 135;\"\";\"\";MA;1702;2a2d108252134c908f4f22cd17bc9d744a9768fe64a77a88b57c62e334262a45
R4;1;Emergency Shop;10011286;G2;1;\"\";816-455-8733;5;S18;C;International;International;"";"";"";"";"";"";"";"";"";494181d2d396b3e94e3820d853e6bf6d14e7cb6bbea9b6bf093dcd7ba60f4ea2
R3;1;Emergent Shop;10011345;G2;1;\"\";816-455-8733;5;S16;C;International;International;"";"";"";"";"";"";"";"";"";52fc094bd2044b0e31ee4cc2d236665a045d21970aeb0c10b29c42ba2481d491
R3;1;Enterprises Shop;10011355;G2;1;\"\";816-455-8733;5;S16;C;International;International;"";"";"";"";"";"";"";"";"";3db97f80dd1ba7ef4f85ed120d6f7316e016fb89effdf57b471fdf0022f5f9d9
R2;1;Equitable Store;10011360;G2;1;\"\";816-455-8733;5;S5;C;International;International;"";"";"";"";"";"";"";"";"";62295768e828d24512a27fdcd2a4d22e68dbc95634d8ccf12330848a369b542d
R3;1;Ethyl Store;10011398;G2;2;\"\";816-455-8733;1;S16;C;Domestic;Western;10011398;Eugene;US;1942 W 11th Avenue;\"\";\"\";\"\";OR;"";5c237642e75a83a6c104c87438ca4f34f1ceee265883584f422cceaaf7a087ee
R3;1;F. Supermarket;10011459;G2;2;\"\";816-455-8733;2;S1;C;Domestic;Southern;10011459;Oak Ridge;US;901 Oak Ridge Turnpike;\"\";\"\";\"\";TN;37830;c2669db025d605bbb8e0d288bd6deb41a2acb4b17e228fdbe07e7d45a765ab76
R3;1;Farmland Supermarket;10011499;G2;1;\"\";816-455-8733;5;S14;C;International;International;"";"";"";"";"";"";"";"";"";4395b4ccfeca7ddd43002bde263b5f0d39fd66ee8691694329ff36e27737abd5
R2;1;Farr Market;10011521;G2;2;\"\";816-455-8733;2;S5;C;Domestic;Southern;10011521;Okolona;US;32722 Highway 45;\"\";\"\";\"\";MS;38860;c0bdd879c2b2ae99837f4e6b800fdbd25b556b63f1e01713bc52d076050f95bc
R3;1;Farrell Supermarket;10011546;G2;1;\"\";816-455-8733;5;S1;C;International;International;"";"";"";"";"";"";"";"";"";9cb1ac2cc3c027f1dbe7fec13b539c61deea4975fc588dc694690f219216cd0d
R3;1;FCS Shop;10011600;G2;1;\"\";816-455-8733;5;S5;C;International;International;"";"";"";"";"";"";"";"";"";5e16a7af3f7481eec5383ee4f7f39ae755b6fc8e2ef9d555a26262fe915f37c9
R2;1;Federal Supermarket;10011623;G2;1;\"\";816-455-8733;5;S3;C;International;International;"";"";"";"";"";"";"";"";"";d73d15aeee2770758c013b8a7d2654bc8fd1915a6768561478ce418891209836
O2;1;Federal Supermarket;10011724;G3;1;\"\";816-455-8733;0;S1;C;International;Canada;10011724;Ingersoll;CA;300 Ingersoll Street;PO Box 1005;\"\";\"\";ON;"";a9f4630c003624b1a72ef1cf6ebf8c5178c8c07e224107795020ed55c111a2f3
R3;1;Federated Supermarket;10011732;G2;1;\"\";816-455-8733;5;S16;C;International;International;10011732;\"\";UK;\"\";\"\";\"\";\"\";"";"";6bf3ef45defba228a6abe4785c4d65a5c9e4e1e4e6dce0e3f9ba7d9836471ea5
R3;1;Felidae Enterprises;10011734;G2;2;\"\";816-455-8733;2;S16;C;Domestic;Southern;10011734;Atlanta;US;PO Box 19858 Station N;\"\";\"\";\"\";GA;"";62515a7e43aafe81255048864a52ce2a3093d796a3f28e453ce6e88233d8fd3c
R3;1;FenP Supermarket;10011821;G2;1;\"\";816-455-8733;5;S5;C;International;International;"";"";"";"";"";"";"";"";"";7cd96462112258266c0663cfd06eda1a1408e7a51b9450d187699f2a26954dc9
R3;1;Fentek Market;10011842;G2;1;\"\";816-455-8733;5;S16;C;International;International;"";"";"";"";"";"";"";"";"";9150682df9c786d9ac9104f42ce1c6156a07ce8ec5bb12adf4370893c22cb6f6
O2;1;Fenwick Supermarket;10011870;G2;1;\"\";816-455-8733;5;S12;C;International;International;"";"";"";"";"";"";"";"";"";bab29cb111ae62fa5c39d4fdf7527e8561fe4e8ea76de0eee6fbf7ae3cccd246
R3;1;Ferrari Shop;10011918;G2;1;\"\";816-455-8733;5;S16;I;International;International;10011918;\"\";UK;\"\";\"\";\"\";\"\";"";"";0bca9d353b5f2c84c554d63986a3f32eb6b1271fa652ab6adbae77951c15532a
R1;1;Ferst Shop;10011923;G2;2;\"\";816-455-8733;4;S20;C;Domestic;Central;10011923;Moline;US;PO Box 8808;C/O APSS;Dept. 551;\"\";IL;"";529cf5e71ba3125b09a6d87c6740cb4ea6006828f2d84a83180b53136ae09559
R3;1;FiberPlex Shop;10011979;G1;1;M1;816-455-8733;5;S19;C;International;International;10011979;4100 Porto;UK;Rua Eng Ferreira Dia 241-243;\"\";\"\";\"\";"";"";293a1aa06b53a5e04f9b343e62383ef8370892ae0e0f2250476678f2f9a2f45c
R3;1;FIBERWORKS Shop;10011981;G2;2;\"\";816-455-8733;1;S16;C;Domestic;Western;10011981;Missoula;US;PO Box 2640;\"\";\"\";\"\";MT;59806;c7308d77bc7ca6305b969a9a56eacf4d15d17c164ea009ce4e3417fd4976bddb
R3;1;Fibronics Shop;10011997;G2;2;\"\";816-455-8733;3;S16;C;Domestic;Northeast;10011997;Roanoke;US;2177 Dale Avenue SE;\"\";\"\";\"\";VA;24013;55af73d943d4cd6c5d987bd07cff3413db8e0da71453d71e53f461eaecc80e2e
R3;1;FICOM Shop;10012023;G3;1;\"\";816-455-8733;5;S5;C;International;International;"";"";"";"";"";"";"";"";"";9518aa53d0e4dd85cd3ba6178a18055fdc4591a66e18a8c105f380b0d0b6a08c
R3;1;Fifth Supermarket;10012128;G3;1;\"\";816-455-8733;5;S5;C;International;International;"";"";"";"";"";"";"";"";"";67b15586c86f725d4680086547caff6e651947086f4f3a3c5708a5ad6971c9ce
R3;1;Fifth Store;10012157;G2;1;\"\";816-455-8733;5;S9;C;International;International;"";"";"";"";"";"";"";"";"";44d83da508e987438f9dbe69f11bd90cd5d3b6675b9c964c5529ee195df697e0
R3;1;Filene? Shop;10012158;G2;1;\"\";816-455-8733;5;S1;C;International;International;"";"";"";"";"";"";"";"";"";a6b563221edfaad4129f5116a65f303a1c60c4ab918c5c7ab4796d1e41aa7376
R3;1;Filetron Shop;10012161;G2;1;\"\";816-455-8733;5;S1;C;International;International;"";"";"";"";"";"";"";"";"";f19c003d3786a08311fe237a5b99958e42578d9f2ac7e1099222c29b04dbc406
R3;1;Fills;10012226;G2;2;\"\";816-455-8733;4;S13;C;Domestic;Central;10012226;Troy;US;Worldwide Purchasing;1996 Technology Drive;Mail Code 483-619-114;\"\";MI;48083;de471f9622fa036c9221bb3bb44d0a924fc9b28a54b175f766400df6111a0d5a
R3;1;Filmotype Shop;10012234;G2;2;\"\";816-455-8733;1;S16;C;Domestic;Western;10012234;Hayward;US;PO Box 4658;\"\";\"\";\"\";CA;94540;0b3e2fc43d62bf6aebbfba5651d771fec867e6848ae7eb208b73d4b44480a888
R3;1;Fimetrics Supermarket;10012235;G3;1;\"\";816-455-8733;0;S5;C;International;Canada;10012235;Winnipeg;CA;PO Box 1005;\"\";\"\";\"\";MB;"";b1860c96486dede8d351f3eb05949b2f100af22d969e2803809e6161973f36b8
R3;1;FIND/SVP Shop;10012305;G2;1;\"\";816-455-8733;5;S9;C;International;International;"";"";"";"";"";"";"";"";"";19a867804314028b94ab5dd4905d9ab41be2b50ef4c01552b7d066abdbaa3f91
R1;1;Finder Shop;10012328;G2;1;\"\";816-455-8733;5;S5;C;International;International;"";"";"";"";"";"";"";"";"";53dcf746ecfdb56a7d6d68c0b3b969a6652146ae1a6e65e7803b23dfa51ce4c0
R3;1;Finest Supermarket;10012369;G2;1;\"\";816-455-8733;5;S4;C;International;International;"";"";"";"";"";"";"";"";"";09464c58f6b17cf3fc59c3c9342f06eb5ff19c5113918a44be7635c05e379e37
R3;1;Finisar Shop;10012399;G2;1;\"\";816-455-8733;5;S1;C;International;International;"";"";"";"";"";"";"";"";"";1d6268a535488434d1541325db9b798c8aaff424fec7df484f40db3cc219af60
R3;1;Finishing Shop;10012422;G2;2;\"\";816-455-8733;2;S16;C;Domestic;Southern;10012422;Saginaw;US;PO Box 510;\"\";\"\";\"\";AL;35137;32fe88aa360d536fdb8ebbe5bb923791b439aea724f1f1a23b7760d5fb571616
R1;1;Fins Shop;10012425;G2;2;\"\";816-455-8733;4;S4;C;Domestic;Central;10012425;Oslo;US;RR1 Box 9;\"\";\"\";\"\";MN;56744;abd0eb561a674f59c764cb0f4081976f14ad0c4ff07c7221e3a9e560b6ee298b
R2;1;Firehole Shop;10012514;G2;1;\"\";816-455-8733;5;S5;C;International;International;"";"";"";"";"";"";"";"";"";18136bcdedd9e28de709081e1bcc4ca7840e37a3e72647ae223277f47a0fd707
R3;1;FireTrans Shop;10012600;G2;1;\"\";816-455-8733;5;S4;C;International;International;"";"";"";"";"";"";"";"";"";cd93adb4ed35aacca3bdd9b000fc3c7ee5c25437f1132a4a6b0952025f9142fc
R3;1;Fokas Midstore;10012715;G2;2;M1;816-455-8733;3;S16;C;Domestic;Northeast;10012715;Exeter;US;44 Tunkhannock Avenue;\"\";\"\";\"\";PA;18643;d01860f50984ae413be9b0c07f013f339988cfb104b03ebd9674e01469c0a495
R3;1;G.R. Supermarket;10012761;G1;1;M1;816-455-8733;5;S16;C;International;International;10012761;Cali;UK;Av 6A Norte 25 N 43;\"\";\"\";\"\";"";"";f56f0e398977122f4146f1eb1a2d15a7ed5b9c0d184eb3587aa577a60e028e6b
R3;1;Gadzoox Supermarket;10012792;G2;1;\"\";816-455-8733;5;S9;C;International;International;"";"";"";"";"";"";"";"";"";e1e6e8b6f76e61e4f4c7668a90e7ac9520f4ec3a7d186370ab9829b4b352f603
R3;1;Gaecom Shop;10012799;G1;1;M1;816-455-8733;5;S19;C;International;International;"";"";"";"";"";"";"";"";"";89beb748f00e1c30265f56253918c820b3d70a9056571d3368a88abcac37ee7c
R3;1;Gailey Market;10012851;G2;1;\"\";816-455-8733;5;S1;C;International;International;"";"";"";"";"";"";"";"";"";1f61a4678b2c732cedec93e4bf71749818ace30c3a9363886d40ae0c5c832493
R3;1;Gainunion Shop;10012885;G2;1;\"\";816-455-8733;5;S16;C;International;International;"";"";"";"";"";"";"";"";"";16058c724be67151da866b8ab1e1d96980ba910fb4cde6976b7dcc52df390369
R3;1;Galaxy Store;10012907;G2;1;\"\";816-455-8733;5;S16;C;International;International;"";"";"";"";"";"";"";"";"";61852fb5ee4b0d017368994513e539c8881603eab1a1da58ded383aa6bdaf74d
R3;1;Galaxy Supermarket;10012927;G2;1;\"\";816-455-8733;5;S1;C;International;International;"";"";"";"";"";"";"";"";"";7d0cbb97622786784b3536167b84d195e86aadb2bd00fb47ded9018165a25991
R3;1;Gamacles Shop;10013011;G1;1;M1;816-455-8733;5;S19;C;International;International;10013011;112 Reyjavik;AU;Vagnhofda 23;\"\";\"\";\"\";"";"";e7da49ab9f0c4d18c70326f457f53d839195d173a028295f0b0cc5bacb3c6c23
